dataset,file,timestamp,snapshot_index,elapsed_min,rul_min,bearing,rms,std,ptp,kurtosis,crest_factor,mean_abs,E_FTF,E_BPFO,E_BPFI,E_BSF,E_kin,time_norm,rul_norm,run_id,elapsed_hours
1st_test,2003.10.22.12.29.13,2003-10-22 12:29:13,5,22.816666666666666,10.0,3,0.13289901009205562,0.09491711903564616,0.9495,3.4564772508022186,4.066079843939444,0.1094799560546875,13710.325250868797,2793.8350645689143,2447.4651668561337,2742.807626222274,21694.433108516117,0.6952767902488359,0.3047232097511334,ds1_b3,0.38027777777777777
1st_test,2003.10.22.12.34.13,2003-10-22 12:34:13,6,27.816666666666666,5.0,3,0.13201768507286277,0.093645623405079,0.901,3.3414906650923264,4.17900423983696,0.1089890869140625,9635.622272866374,3315.3877170431015,2058.36887709836,2374.617502024277,17383.996369032113,0.8476383951244026,0.1523616048755667,ds1_b3,0.4636111111111111
1st_test,2003.10.22.12.39.13,2003-10-22 12:39:13,7,32.81666666666667,0.0,3,0.1321711838658754,0.0937323016484288,1.073,3.7437907019281935,4.646729614054939,0.1088348388671875,15117.543164573526,3040.626809773687,2551.1816758300033,2878.6147839423547,23587.96643411957,0.9999999999999695,0.0,ds1_b3,0.5469444444444445
1st_test,2003.10.22.12.06.24,2003-10-22 12:06:24,0,0.0,32.81666666666667,4,0.11214395712895152,0.06323228063203641,0.7535,4.299119782126404,3.9372144116090695,0.0971596923828125,11425.39944726017,3026.6382554846127,1736.6389946300396,2927.443379179389,19116.12007655421,0.0,0.9999999999999695,ds1_b4,0.0
1st_test,2003.10.22.12.09.13,2003-10-22 12:09:13,1,2.816666666666667,30.0,4,0.10905370018931905,0.062082117074241855,0.8480000000000001,4.553945539258401,4.7990549964917,0.0943275390625,18384.2436673925,2303.43228115316,1642.7262758685479,2562.724069193704,24893.12629360791,0.08583037074656924,0.9141696292534002,ds1_b4,0.04694444444444445
1st_test,2003.10.22.12.14.13,2003-10-22 12:14:13,2,7.816666666666666,25.0,4,0.11200757259300054,0.06261062062272327,0.817,4.177201280931858,4.437806104321822,0.09722863769531251,8698.790497156282,1566.881960786428,1861.4680502284996,2732.4608439789126,14859.601352150123,0.23819197562213593,0.7618080243778335,ds1_b4,0.13027777777777777
1st_test,2003.10.22.12.19.13,2003-10-22 12:19:13,3,12.816666666666666,20.0,4,0.1127250357855289,0.06310836178305744,0.7215,4.015425470611243,4.063999272072843,0.0977066650390625,9798.420474374956,2033.6347684508028,1498.0933764098813,1708.1252637850275,15038.273883020667,0.3905535804977026,0.6094464195022667,ds1_b4,0.2136111111111111
1st_test,2003.10.22.12.24.13,2003-10-22 12:24:13,4,17.816666666666666,15.0,4,0.11222393395846006,0.06276688845344884,0.731,4.066614229455556,3.9904518958812627,0.0974137939453125,9905.108745492173,2364.386777226282,1115.427444517348,2205.8431785617568,15590.76614579756,0.5429151853732693,0.4570848146267001,ds1_b4,0.29694444444444446
1st_test,2003.10.22.12.29.13,2003-10-22 12:29:13,5,22.816666666666666,10.0,4,0.11688755181306404,0.0620041148930504,0.6200000000000001,3.907632244580923,3.556486013605941,0.10257705078125,12656.381921008757,1660.6157699783662,1627.2689407598739,2791.701046136843,18735.96767788384,0.6952767902488359,0.3047232097511334,ds1_b4,0.38027777777777777
1st_test,2003.10.22.12.34.13,2003-10-22 12:34:13,6,27.816666666666666,5.0,4,0.08941606747825315,0.06410240623082647,0.6945,3.926234292282223,4.577255869864992,0.0743945556640625,10569.715153925368,2680.6730666936137,1258.103705575026,1650.4260238068448,16158.91795000085,0.8476383951244026,0.1523616048755667,ds1_b4,0.4636111111111111
1st_test,2003.10.22.12.39.13,2003-10-22 12:39:13,7,32.81666666666667,0.0,4,0.11453865067527992,0.06166617275413377,0.6895,4.17617852204478,4.066374818304899,0.1002507080078125,12027.837612628406,2471.6211565764156,2025.4780320465748,2474.3752330545503,18999.312034305945,0.9999999999999695,0.0,ds1_b4,0.5469444444444445
3rd_test,2004.03.04.09.27.46,2004-03-04 09:27:46,0,0.0,65.0,3,0.06639000757244083,0.0661901180261066,0.671,3.592252843594783,5.4375652781882975,0.05199023437500001,6842.038761537955,1609.6130526414877,1417.1799480668728,2152.0051901598126,12020.836952406127,0.0,0.9999999999999847,ds3_b3,0.0
3rd_test,2004.03.04.09.32.46,2004-03-04 09:32:46,1,5.0,60.0,3,0.06628544857930264,0.06598447265832763,0.59,3.3600788252467497,4.450448874048384,0.052238037109375,4297.553310263121,1439.5774481274475,1293.3322888306245,1439.2772350102261,8469.74028223142,0.07692307692307575,0.9230769230769089,ds3_b3,0.08333333333333333
3rd_test,2004.03.04.09.42.46,2004-03-04 09:42:46,2,15.0,50.0,3,0.06918603099445454,0.0691739528135406,0.572,3.2140374018687803,4.1337824396775975,0.054810498046875,3370.8363375187773,1359.298769774077,1513.126766221958,1871.4441614481927,8114.706034963006,0.23076923076922723,0.7692307692307575,ds3_b3,0.25
3rd_test,2004.03.04.09.52.46,2004-03-04 09:52:46,3,25.0,40.0,3,0.06863659005326987,0.06859869987474632,0.659,3.2993574108444714,5.084751438322492,0.054261767578124995,4537.270547451802,1329.318579828056,1567.9008302583118,2530.036939309328,9964.526896847497,0.38461538461537875,0.615384615384606,ds3_b3,0.4166666666666667
3rd_test,2004.03.04.10.02.46,2004-03-04 10:02:46,4,35.0,30.0,3,0.06746909340174304,0.06744697679906908,0.762,3.3960856127194927,5.7507812900925295,0.053243115234375006,4292.369279049921,1394.7727364740094,1081.9562566109023,1654.6741870239548,8423.772459158787,0.5384615384615302,0.46153846153845446,ds3_b3,0.5833333333333334
3rd_test,2004.03.04.10.12.46,2004-03-04 10:12:46,5,45.0,20.0,3,0.06983042028841191,0.06978018637817324,0.727,3.424141919331555,5.48471566421422,0.05501982421875,3018.513234062904,1892.1934024648294,1174.518806041191,1809.3728950916236,7894.598337660548,0.6923076923076817,0.307692307692303,ds3_b3,0.75
3rd_test,2004.03.04.10.22.46,2004-03-04 10:22:46,6,55.0,10.0,3,0.06949913197805513,0.06947662475471619,0.986,3.666800977639406,8.705144694214715,0.054542431640625014,5880.413238176842,1504.120460372196,1164.4844562288079,2295.8458003973806,10844.863955175228,0.8461538461538332,0.1538461538461515,ds3_b3,0.9166666666666666
3rd_test,2004.03.04.10.32.46,2004-03-04 10:32:46,7,65.0,0.0,3,0.06703044907738293,0.06700373530777332,0.713,3.431155840865825,5.355774949086178,0.052851806640625,5219.648230315103,2218.3275855623756,1564.0899701501698,1606.201552099812,10608.26733812746,0.9999999999999847,0.0,ds3_b3,1.0833333333333333
