dataset,file,timestamp,snapshot_index,elapsed_min,rul_min,bearing,rms,std,ptp,kurtosis,crest_factor,mean_abs,E_FTF,E_BPFO,E_BPFI,E_BSF,E_kin,time_norm,rul_norm,run_id,elapsed_hours
2nd_test,2004.02.12.13.22.39,2004-02-12 13:22:39,17,170.0,9660.0,1,0.0776227741604187,0.0776049843558754,0.849,3.447748786103856,5.71997077915161,0.061244482421875,5595.2607785146,3767.462068535168,2143.9466969301907,3251.099037183951,14757.76858116391,0.017293997965412,0.9827060020345878,ds2_b1,2.8333333333333335
2nd_test,2004.02.12.13.32.39,2004-02-12 13:32:39,18,180.0,9650.0,1,0.0778255583294901,0.0777767028115613,0.761,3.34144522505948,5.2039459618156165,0.0614744628906249,7847.958340003461,4264.41169375115,2777.897415757215,2489.8293164430206,17380.096765954848,0.0183112919633774,0.9816887080366224,ds2_b1,3.0
2nd_test,2004.02.12.13.42.39,2004-02-12 13:42:39,19,190.0,9640.0,1,0.0789331606338948,0.0789007675885379,0.874,3.5964295594848084,5.967073866186725,0.0618423828125,6145.398477978265,4790.310991786193,2200.188355655563,2903.134514557145,16039.032339977164,0.0193285859613428,0.980671414038657,ds2_b1,3.1666666666666665
2nd_test,2004.02.12.13.52.39,2004-02-12 13:52:39,20,200.0,9630.0,1,0.0790285478605872,0.0790152741386645,0.8029999999999999,3.5063800211107585,5.251266931120162,0.0622113769531249,4971.805163319894,3709.087921957525,1739.403483214131,2522.755065541379,12943.05163403293,0.0203458799593082,0.9796541200406916,ds2_b1,3.3333333333333335
2nd_test,2004.02.12.14.02.39,2004-02-12 14:02:39,21,210.0,9620.0,1,0.0793632849991693,0.0793426711462623,0.742,3.384406758000449,4.800708539209119,0.062623291015625,6532.312216280847,3816.2077327443344,2282.409639733873,2723.86264001614,15354.792228775195,0.0213631739572736,0.9786368260427262,ds2_b1,3.5
2nd_test,2004.02.12.14.12.39,2004-02-12 14:12:39,22,220.0,9610.0,1,0.0794867204047514,0.0794662982995857,0.6859999999999999,3.414972356918276,4.327766930677256,0.062512646484375,6701.987398888216,3783.275239797707,3547.8063593894326,3337.1653820427755,17370.23438011813,0.022380467955239,0.9776195320447608,ds2_b1,3.6666666666666665
2nd_test,2004.02.12.14.22.39,2004-02-12 14:22:39,23,230.0,9600.0,1,0.0797529434091424,0.0797213154805786,0.759,3.5200739446443805,4.927717814487846,0.062603955078125,6696.290638113353,5291.766965359217,1744.4431728728223,4067.7743219772265,17800.27509832262,0.0233977619532044,0.9766022380467954,ds2_b1,3.8333333333333335
2nd_test,2004.02.12.14.32.39,2004-02-12 14:32:39,24,240.0,9590.0,1,0.0793813878458176,0.0793567653045754,0.85,3.484680953691553,5.505068780647667,0.062447412109375,6458.394868544563,5160.649073427766,2894.7107647011817,2155.3071322232727,16669.061838896785,0.0244150559511698,0.97558494404883,ds2_b1,4.0
2nd_test,2004.02.12.14.42.39,2004-02-12 14:42:39,25,250.0,9580.0,1,0.0775918794453348,0.0775614154437837,0.7130000000000001,3.309975459301567,5.219618378752014,0.061328759765625,6209.10287911309,3835.9020886696994,1849.9125601891344,3316.5189828204434,15211.436510792368,0.0254323499491352,0.9745676500508644,ds2_b1,4.166666666666667
2nd_test,2004.02.12.14.52.39,2004-02-12 14:52:39,26,260.0,9570.0,1,0.0777409956351457,0.077726225761829,0.732,3.368042027643423,4.990931706302962,0.0614490234375,4033.7294691988,5110.128954595077,2441.670913458446,3049.5013446877124,14635.030681940036,0.0264496439471007,0.9735503560528992,ds2_b1,4.333333333333333
2nd_test,2004.02.12.15.02.39,2004-02-12 15:02:39,27,270.0,9560.0,1,0.0775139440580693,0.0774813044446991,0.769,3.404208243790738,5.160361853025837,0.0612880859375,6191.827228803946,3638.799327893244,2513.821861065265,2854.36094851095,15198.809366273405,0.0274669379450661,0.9725330620549336,ds2_b1,4.5
2nd_test,2004.02.12.15.12.39,2004-02-12 15:12:39,28,280.0,9550.0,1,0.0782795440183369,0.0782440915248135,0.735,3.3419916235876994,4.99491923334931,0.06190380859375,6116.5507175689245,4359.954145406256,2277.918758615368,3969.458421892529,16723.882043483078,0.0284842319430315,0.9715157680569684,ds2_b1,4.666666666666667
2nd_test,2004.02.12.15.22.39,2004-02-12 15:22:39,29,290.0,9540.0,1,0.0788611814361159,0.0788232846592158,0.871,3.5350199720549123,6.188088881081904,0.06188974609375,5197.412111821274,5105.9567202464505,2055.1424798913395,2599.808862037671,14958.320173996735,0.0295015259409969,0.9704984740590028,ds2_b1,4.833333333333333
2nd_test,2004.02.12.15.32.39,2004-02-12 15:32:39,30,300.0,9530.0,1,0.0785823674660066,0.0785494350087652,0.803,3.489044618684637,5.128376924622465,0.06172607421875,7865.30315623289,3614.6306133565454,2353.156250958489,2291.5402983424333,16124.630318890358,0.0305188199389623,0.9694811800610376,ds2_b1,5.0
2nd_test,2004.02.12.15.42.39,2004-02-12 15:42:39,31,310.0,9520.0,1,0.0802309176470291,0.0802103037504367,0.774,3.486711685735572,4.935753093804076,0.063207958984375,8275.734853018947,4491.556366314808,2955.218419064919,3492.9834374788497,19215.493075877523,0.0315361139369277,0.968463886063072,ds2_b1,5.166666666666667
2nd_test,2004.02.12.15.52.39,2004-02-12 15:52:39,32,320.0,9510.0,1,0.0774210702531334,0.0773982450920679,0.732,3.508672872778708,5.01155562337741,0.060691357421875,5294.967791724224,4487.219123054148,3174.336637535971,3549.8483388653804,16506.371891179726,0.0325534079348931,0.9674465920651066,ds2_b1,5.333333333333333
2nd_test,2004.02.12.16.02.39,2004-02-12 16:02:39,33,330.0,9500.0,1,0.0790161246152881,0.0789911001960292,0.74,3.4044923283015622,4.758522413316285,0.0622734375,7599.576232825475,4361.491773733057,1755.5915484264756,3739.876592373417,17456.536147358427,0.0335707019328585,0.9664292980671412,ds2_b1,5.5
2nd_test,2004.02.12.16.12.39,2004-02-12 16:12:39,34,340.0,9490.0,1,0.0782347541557618,0.0782230567243937,0.6619999999999999,3.406680837761564,4.588753474966616,0.0615251953125,5967.381431674438,4307.8481653298,2490.4181406382595,3964.400150325986,16730.047887968485,0.034587995930824,0.9654120040691758,ds2_b1,5.666666666666667
2nd_test,2004.02.12.16.22.39,2004-02-12 16:22:39,35,350.0,9480.0,1,0.0781287058496067,0.078108173489457,0.71,3.42187878684986,4.556583858956052,0.061505615234375,3930.2804868339135,3054.606254240728,2521.139122857633,2873.732496793853,12379.758360726128,0.0356052899287894,0.9643947100712104,ds2_b1,5.833333333333333
2nd_test,2004.02.12.16.32.39,2004-02-12 16:32:39,36,360.0,9470.0,1,0.0768618910316988,0.0768349867352461,0.76,3.409627708343832,5.373273991194154,0.0606283203125,7045.614009848777,4854.270059157997,2445.383335917339,2384.8219496351744,16730.089354559288,0.0366225839267548,0.963377416073245,ds2_b1,6.0
2nd_test,2004.02.12.16.42.39,2004-02-12 16:42:39,37,370.0,9460.0,1,0.0798651870072506,0.0798444408576325,0.8089999999999999,3.5706517012441634,5.722142739774569,0.062685400390625,9000.877493117747,4522.88504060456,2550.6541861564074,3757.086600522253,19831.503320400967,0.0376398779247202,0.9623601220752795,ds2_b1,6.166666666666667
2nd_test,2004.02.12.16.52.39,2004-02-12 16:52:39,38,380.0,9450.0,1,0.077429174731553,0.07739473796891,0.734,3.356969190542166,4.881880780799279,0.0612188964843749,4617.334323098252,4001.5944486897993,1576.7370159517093,3708.715719617193,13904.381507356951,0.0386571719226856,0.9613428280773142,ds2_b1,6.333333333333333
2nd_test,2004.02.12.17.02.39,2004-02-12 17:02:39,39,390.0,9440.0,1,0.0784612560514543,0.0784359219797226,0.896,3.6561007854938015,6.347081668780171,0.061414404296875,6134.129782558071,4197.190988981281,2023.907190788265,3899.055619277829,16254.283581605448,0.039674465920651,0.9603255340793488,ds2_b1,6.5
2nd_test,2004.02.12.17.12.39,2004-02-12 17:12:39,40,400.0,9430.0,1,0.0785959604559929,0.0785564847778313,0.725,3.5058925912000616,4.720344377024418,0.0615775390625,7344.762267590842,3494.738960978714,3357.268531434573,2712.9368682776367,16909.706628281765,0.0406917599186164,0.9593082400813834,ds2_b1,6.666666666666667
2nd_test,2004.02.12.17.22.39,2004-02-12 17:22:39,41,410.0,9420.0,1,0.078661426813651,0.0786407433781452,0.747,3.453113917266944,4.996095493233567,0.061915576171875,5646.452913720571,4845.720245388985,3134.004086524565,3080.944096659985,16707.121342294104,0.0417090539165818,0.958290946083418,ds2_b1,6.833333333333333
2nd_test,2004.02.12.17.32.39,2004-02-12 17:32:39,42,420.0,9410.0,1,0.077628540390781,0.0776092472203775,0.779,3.430763927666255,5.783955201707464,0.061147216796875,6811.304048342914,3372.582270227258,3219.242995772919,2026.689824266797,15429.819138609888,0.0427263479145473,0.9572736520854526,ds2_b1,7.0
2nd_test,2004.02.12.17.42.39,2004-02-12 17:42:39,43,430.0,9400.0,1,0.078208743242244,0.0781845219875164,0.749,3.4883962433967155,5.306312092361224,0.0614578125,6503.418578068102,4296.979373591532,2445.3268575977554,4295.719145712672,17541.443954970062,0.0437436419125127,0.9562563580874872,ds2_b1,7.166666666666667
2nd_test,2004.02.12.17.52.39,2004-02-12 17:52:39,44,440.0,9390.0,1,0.078088564316122,0.0780719268842478,0.913,3.536781567553111,6.006001059199459,0.061381689453125,6606.570724036916,3549.949617117779,2316.3990431683324,2914.518739142367,15387.438123465392,0.0447609359104781,0.9552390640895216,ds2_b1,7.333333333333333
2nd_test,2004.02.12.18.02.39,2004-02-12 18:02:39,45,450.0,9380.0,1,0.076482262483594,0.0764623894633606,0.705,3.457669904743609,4.720048652754184,0.060115380859375,7200.613488765137,4412.451287129262,2278.949419791643,3435.216363107608,17327.23055879365,0.0457782299084435,0.9542217700915564,ds2_b1,7.5
2nd_test,2004.02.12.18.12.39,2004-02-12 18:12:39,46,460.0,9370.0,1,0.0789132753679434,0.0788877844588661,0.6890000000000001,3.3564759388376086,4.612658621736199,0.062267724609375,4522.062068435356,3895.51060693978,3130.1122635631027,3453.48130617066,15001.1662451089,0.0467955239064089,0.9532044760935908,ds2_b1,7.666666666666667
2nd_test,2004.02.12.18.22.39,2004-02-12 18:22:39,47,470.0,9360.0,1,0.0773226647395307,0.0772931025209665,0.752,3.4982860037467605,5.121396182204076,0.060795263671875,4977.176349772755,4373.62569608567,2004.5486028446264,2415.3132202434485,13770.6638689465,0.0478128179043743,0.9521871820956256,ds2_b1,7.833333333333333
2nd_test,2004.02.12.18.32.39,2004-02-12 18:32:39,48,480.0,9350.0,1,0.0782475476352933,0.0782165673210853,0.764,3.329758160028533,5.303680594936776,0.061783984375,6501.709695985788,4241.908389412803,2578.224660707196,3257.1859785676947,16579.02872467348,0.0488301119023397,0.95116988809766,ds2_b1,8.0
2nd_test,2004.02.12.18.42.39,2004-02-12 18:42:39,49,490.0,9340.0,1,0.0769698265505305,0.0769404413543266,0.771,3.4243127426619338,5.261802165149179,0.060625,4095.389467239132,3063.0631871188275,2008.9512720255584,2930.9794678023677,12098.383394185888,0.0498474059003051,0.9501525940996948,ds2_b1,8.166666666666666
2nd_test,2004.02.12.18.52.39,2004-02-12 18:52:39,50,500.0,9330.0,1,0.0784796425633743,0.0784566088423693,0.792,3.553398453615715,5.045894541061063,0.06151396484375,5507.565687860359,5321.470102154622,3357.984540170701,3846.351190740106,18033.371520925783,0.0508646998982705,0.9491353001017292,ds2_b1,8.333333333333334
2nd_test,2004.02.12.19.02.39,2004-02-12 19:02:39,51,510.0,9320.0,1,0.0785395635148895,0.0785155011694543,0.8300000000000001,3.579113736572068,5.436750357208342,0.061633935546875,4487.625447388003,4560.789786981883,2879.6634037274166,3983.867416946304,15911.946055043603,0.051881993896236,0.9481180061037638,ds2_b1,8.5
2nd_test,2004.02.12.19.12.39,2004-02-12 19:12:39,52,520.0,9310.0,1,0.0793809083677004,0.0793592978764726,0.993,3.627682421746967,6.701863343878861,0.06239111328125,6249.453330230333,4124.822342173158,2359.411500142301,4001.748955085552,16735.436127631347,0.0528992878942014,0.9471007121057984,ds2_b1,8.666666666666666
2nd_test,2004.02.12.19.22.39,2004-02-12 19:22:39,53,530.0,9300.0,1,0.0769133301291947,0.0768859378232418,0.738,3.398507759801772,5.01863590286105,0.0605789062499999,7241.699389499901,5358.199572777143,2444.5296009694266,2502.7934881697147,17547.222051416185,0.0539165818921668,0.946083418107833,ds2_b1,8.833333333333334
2nd_test,2004.02.12.19.32.39,2004-02-12 19:32:39,54,540.0,9290.0,1,0.0766279232593894,0.0766034706411227,0.793,3.4252426860021,5.2200292397427965,0.060346923828125,5375.492478166017,3580.9670089850924,2418.032116662762,3043.146252343964,14417.637856157837,0.0549338758901322,0.9450661241098676,ds2_b1,9.0
2nd_test,2004.02.12.19.42.39,2004-02-12 19:42:39,55,550.0,9280.0,1,0.0783392072750572,0.078310920363278,0.7909999999999999,3.613387456222108,5.642130107883902,0.061459423828125,6976.89876699205,3354.5572329173738,2738.138414281977,2546.070478328412,15615.664892519811,0.0559511698880976,0.9440488301119022,ds2_b1,9.166666666666666
2nd_test,2004.02.12.19.52.39,2004-02-12 19:52:39,56,560.0,9270.0,1,0.0773803136427678,0.0773422892678007,0.813,3.4843216638125614,5.957587638146366,0.060919775390625,4061.916632555172,3826.0435052030216,1755.6028091297549,3697.158814077595,13340.721760965544,0.056968463886063,0.9430315361139368,ds2_b1,9.333333333333334
2nd_test,2004.02.12.20.02.39,2004-02-12 20:02:39,57,570.0,9260.0,1,0.0774234728013733,0.0773966764115374,0.835,3.449415024662798,5.838022806775264,0.0609641601562499,5452.56808647199,2946.376997726708,2371.78356937954,3246.155125450722,14016.883779028962,0.0579857578840284,0.9420142421159712,ds2_b1,9.5
2nd_test,2004.02.12.20.12.39,2004-02-12 20:12:39,58,580.0,9250.0,1,0.0759975110098186,0.075969928151092,0.694,3.2985830410033934,4.565939007536745,0.06019912109375,3617.660782668203,3325.7168025881724,2857.977318143202,2514.4104474066125,12315.765350806189,0.0590030518819938,0.940996948118006,ds2_b1,9.666666666666666
2nd_test,2004.02.12.20.22.39,2004-02-12 20:22:39,59,590.0,9240.0,1,0.0781288589671935,0.0781090853466685,0.737,3.3479308633015035,4.966154697817301,0.061614990234375,4468.094641567026,2647.0877666018705,2474.6821563251915,4174.219096024168,13764.083660518256,0.0600203458799592,0.9399796541200404,ds2_b1,9.833333333333334
2nd_test,2004.02.12.20.32.39,2004-02-12 20:32:39,60,600.0,9230.0,1,0.0786632849704597,0.0786404394189504,0.7789999999999999,3.4129905399153047,5.250225694869505,0.0620909179687499,4958.53357555255,3884.553951460769,1867.3913556465416,2809.571085268697,13520.049967928557,0.0610376398779247,0.9389623601220752,ds2_b1,10.0
2nd_test,2004.02.12.20.42.39,2004-02-12 20:42:39,61,610.0,9220.0,1,0.0771263263409048,0.077092184383544,0.669,3.395073345302721,4.434283547797896,0.0607827148437499,5683.378220714771,3859.0651988877194,2589.485352566769,4306.448614660463,16438.37738682972,0.0620549338758901,0.9379450661241095,ds2_b1,10.166666666666666
2nd_test,2004.02.12.20.52.39,2004-02-12 20:52:39,62,620.0,9210.0,1,0.079301470002335,0.0792602500158823,0.777,3.472393536945624,4.930551728531088,0.0622641601562499,9355.316604276197,5174.194138748172,2035.1944351153925,3984.012902109637,20548.718080249397,0.0630722278738555,0.9369277721261444,ds2_b1,10.333333333333334
2nd_test,2004.02.12.21.02.39,2004-02-12 21:02:39,63,630.0,9200.0,1,0.0769426198413264,0.0769147313771686,0.7689999999999999,3.3944621478196577,5.302652818893979,0.060654931640625,5832.555589879239,3263.2556740705354,1374.3726201931167,3153.5287224350795,13623.71260657797,0.0640895218718209,0.9359104781281788,ds2_b1,10.5
2nd_test,2004.02.12.21.12.39,2004-02-12 21:12:39,64,640.0,9190.0,1,0.0771994016001541,0.0771766083016083,0.774,3.378008182560686,5.025945693265576,0.060836083984375,4355.183943902836,3715.950006653407,2345.350087877566,2977.714198930896,13394.198237364704,0.0651068158697863,0.9348931841302136,ds2_b1,10.666666666666666
2nd_test,2004.02.12.21.22.39,2004-02-12 21:22:39,65,650.0,9180.0,1,0.0769963679262088,0.0769754880581647,0.752,3.4364864743527823,4.948285357566364,0.060680615234375,4199.786265537218,2681.1789961913864,2697.2577755863044,2600.662348746074,12178.885386060982,0.0661241098677517,0.933875890132248,ds2_b1,10.833333333333334
2nd_test,2004.02.12.21.32.39,2004-02-12 21:32:39,66,660.0,9170.0,1,0.0774460721521555,0.0774226649428793,0.8420000000000001,3.4911371219508083,5.926704702238386,0.060812451171875,5558.04104874316,3340.672669410304,1857.4139757162447,2463.425820144096,13219.553514013804,0.0671414038657171,0.9328585961342828,ds2_b1,11.0
2nd_test,2004.02.12.21.42.39,2004-02-12 21:42:39,67,670.0,9160.0,1,0.0766416564660457,0.0766164975079725,0.7130000000000001,3.346004875060644,5.127759734276899,0.0605109863281249,9578.20270771315,3049.2485527354384,3302.319843572668,2825.8407068629813,18755.61181088424,0.0681586978636825,0.9318413021363172,ds2_b1,11.166666666666666
2nd_test,2004.02.12.21.52.39,2004-02-12 21:52:39,68,680.0,9150.0,1,0.0769556484357832,0.0769310141198675,0.755,3.446990013306973,5.015876129184814,0.0605128417968749,6131.325242900549,3229.810053168906,3199.1672843131887,3083.4442435098663,15643.74682389251,0.069175991861648,0.930824008138352,ds2_b1,11.333333333333334
2nd_test,2004.02.12.22.02.39,2004-02-12 22:02:39,69,690.0,9140.0,1,0.0773247059887718,0.0772870866893098,0.825,3.488041518913505,5.742019892823524,0.060746484375,4502.907424498054,2316.7659096418597,2592.028950308169,2453.986848527535,11865.689132975616,0.0701932858596134,0.9298067141403864,ds2_b1,11.5
2nd_test,2004.02.12.22.12.39,2004-02-12 22:12:39,70,700.0,9130.0,1,0.0757729244782354,0.075724782309671,0.861,3.5881647524323395,6.598663090231104,0.059399853515625,4963.90114716333,2863.9818629847014,2488.865342133373,3993.160216091634,14309.908568373035,0.0712105798575788,0.9287894201424208,ds2_b1,11.666666666666666
2nd_test,2004.02.12.22.22.39,2004-02-12 22:22:39,71,710.0,9120.0,1,0.0766891312479317,0.0766661109152291,0.74,3.362398299229353,5.098506054669207,0.06052802734375,3810.324361181528,4448.625781616024,2619.500594664526,2670.9064128811538,13549.35715034323,0.0722278738555442,0.9277721261444556,ds2_b1,11.833333333333334
2nd_test,2004.02.12.22.32.39,2004-02-12 22:32:39,72,720.0,9110.0,1,0.07740031675131,0.0773680071145254,0.8029999999999999,3.540161079588832,5.67181141396166,0.060770068359375,6282.680824262555,3751.382958401701,2384.631178490954,3861.620370846373,16280.315332001584,0.0732451678535096,0.92675483214649,ds2_b1,12.0
2nd_test,2004.02.12.22.42.39,2004-02-12 22:42:39,73,730.0,9100.0,1,0.0779550918022076,0.0779397089135824,0.781,3.32607391343883,5.105503576401706,0.061740966796875,4983.763915367361,3247.0515593270484,1662.2797867334689,2809.866983116736,12702.962244544611,0.074262461851475,0.9257375381485248,ds2_b1,12.166666666666666
2nd_test,2004.02.12.22.52.39,2004-02-12 22:52:39,74,740.0,9090.0,1,0.0788204118500959,0.0787966216243593,0.769,3.394825025454245,5.54424913213548,0.06189384765625,5694.602612296694,3320.736781967995,2656.310822195279,3646.519062821965,15318.169279281934,0.0752797558494404,0.9247202441505592,ds2_b1,12.333333333333334
2nd_test,2004.02.12.23.02.39,2004-02-12 23:02:39,75,750.0,9080.0,1,0.0775606227109639,0.0775332207278218,0.7250000000000001,3.340161085366772,4.938072782400714,0.06124228515625,6871.430184063669,3727.461559627236,2014.6830361483744,3426.205102988194,16039.779882827472,0.0762970498474058,0.923702950152594,ds2_b1,12.5
2nd_test,2004.02.12.23.12.39,2004-02-12 23:12:39,76,760.0,9070.0,1,0.0768905265697398,0.0768620850433046,0.694,3.4461345275316013,4.577937175084335,0.060409228515625,5972.199943633628,4523.492322658587,2941.54952187757,3005.212362496692,16442.454150666475,0.0773143438453713,0.9226856561546284,ds2_b1,12.666666666666666
2nd_test,2004.02.12.23.22.39,2004-02-12 23:22:39,77,770.0,9060.0,1,0.0782462743097674,0.0782202697191578,0.854,3.4445771867435235,5.521029643970569,0.061592333984375,6128.312114446898,3176.122769696869,1416.7932650974135,3197.137641855736,13918.365791096918,0.0783316378433367,0.9216683621566631,ds2_b1,12.833333333333334
2nd_test,2004.02.12.23.32.39,2004-02-12 23:32:39,78,780.0,9050.0,1,0.0767253297203936,0.076706570747191,0.808,3.654300500430185,5.40890474510771,0.060021533203125,8310.175020109431,4189.479519425317,2410.424332450008,2540.9255299299,17451.004401914655,0.0793489318413021,0.9206510681586976,ds2_b1,13.0
2nd_test,2004.02.12.23.42.39,2004-02-12 23:42:39,79,790.0,9040.0,1,0.0773825486649969,0.0773706565603994,0.786,3.3863549882233026,5.518040014978597,0.060835693359375,5722.903341271099,5325.713847821895,2310.555585884995,4802.372708608988,18161.54548358697,0.0803662258392675,0.9196337741607324,ds2_b1,13.166666666666666
2nd_test,2004.02.12.23.52.39,2004-02-12 23:52:39,80,800.0,9030.0,1,0.0769906180871247,0.0769514830366445,0.71,3.449055061070767,4.68888299593586,0.06048603515625,6052.085325610302,3498.379047572117,2319.9775290834423,3206.641989932691,15077.083892198552,0.0813835198372329,0.9186164801627668,ds2_b1,13.333333333333334
2nd_test,2004.02.13.00.02.39,2004-02-13 00:02:39,81,810.0,9020.0,1,0.0748226248892171,0.0747914220383733,0.706,3.302746099953246,4.93166339113887,0.05913115234375,3827.708843150187,4019.8518183627866,1998.90941390758,2616.9181419841448,12463.388217404698,0.0824008138351983,0.9175991861648014,ds2_b1,13.5
2nd_test,2004.02.13.00.12.39,2004-02-13 00:12:39,82,820.0,9010.0,1,0.0773385585378907,0.0773051823664049,0.904,3.58162751240208,5.909083497725024,0.06068037109375,4563.557995091009,2426.3367006602853,2736.879069258081,4027.426656166759,13754.200421176134,0.0834181078331637,0.916581892166836,ds2_b1,13.666666666666666
